id,dpa_month,dpa_year,region_id,division_id,position_category,item_status,item_number,position_title,sg,year_created,years_unfilled,vacancy_aging_status,position_status,name_of_incumbent,first_day_of_service,date_of_vacancy,reason_for_vacancy,status_of_vacancy,other_remarks,tentative_date_to_fill_up,is_audited,created_at,updated_at
593325bf-800b-45d5-88e2-39ac9ebbce86,8,2026,Region VIII - Eastern Visayas,Division of Southern Leyte,Teaching-Related,Regular,OSEC-DECSB-SP1-540664-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
b1bd45eb-9c25-4270-bb7d-0cf09929371d,8,2026,Region VIII - Eastern Visayas,Division of Southern Leyte,Teaching,Regular,OSEC-DECSB-TCH1-540513-2025,Teacher I,11,2025,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
79f28ccf-cfe8-4268-b767-3be8b84d2d85,8,2026,Region VIII - Eastern Visayas,Division of Southern Leyte,Teaching,Regular,OSEC-DECSB-TCH1-540514-2025,Teacher I,11,2025,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
5ae4394b-a729-4b54-acf6-057f98001e5e,8,2026,Region VIII - Eastern Visayas,Division of Southern Leyte,Teaching-Related,Regular,OSEC-DECSB-SP1-540667-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
cd692393-dca9-427b-8bcb-f3678f6b249d,8,2026,Region VIII - Eastern Visayas,Division of Southern Leyte,Teaching,Regular,OSEC-DECSB-TCH1-540598-2024,Teacher I,11,2024,2,Extended Vacancy,UNFILLED,,,,,,,,false,,
be1e7baa-c22d-405a-a63c-5121d06e4a71,8,2026,Region VIII - Eastern Visayas,Division of Southern Leyte,Teaching,Regular,OSEC-DECSB-TCH1-541169-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
b763ee14-3f5a-4566-9488-538322e29af4,8,2026,Region VIII - Eastern Visayas,Division of Southern Leyte,Non-Teaching,Regular,OSEC-DECSB-ADOF2-540446-2025,Administrative Officer II,11,2025,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
83aaeec9-3538-4d32-9adf-4ebf4a33949b,8,2026,Region VIII - Eastern Visayas,Division of Southern Leyte,Non-Teaching,Regular,OSEC-DECSB-PDO1-540312-2026,Project Development Officer I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
23ea075a-1177-4e91-acc4-b076c11941ab,8,2026,Region VIII - Eastern Visayas,Division of Southern Leyte,Teaching,Regular,OSEC-DECSB-TCH1-540599-2024,Teacher I,11,2024,2,Extended Vacancy,UNFILLED,,,,,,,,false,,
278ff640-2723-4a75-8b06-8a61594c1e74,8,2026,Region VIII - Eastern Visayas,Division of Southern Leyte,Teaching,Regular,OSEC-DECSB-TCH1-541170-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
6833b9e0-e1ed-4b51-a142-d2b40261dbee,8,2026,Region VIII - Eastern Visayas,Division of Southern Leyte,Teaching,Regular,OSEC-DECSB-TCH1-541171-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
1c490d84-773c-45cd-ae53-257825f2ef7e,8,2026,Region VIII - Eastern Visayas,Division of Southern Leyte,Teaching,Regular,OSEC-DECSB-TCH1-541172-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
dcaa7f99-8156-475a-a14b-6f242dc48fa2,8,2026,Region VIII - Eastern Visayas,Division of Southern Leyte,Teaching,Regular,OSEC-DECSB-TCH1-541173-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
281cfdfc-ee3d-4129-981e-ec6c17b18dc0,8,2026,Region VIII - Eastern Visayas,Division of Southern Leyte,Teaching,Regular,OSEC-DECSB-TCH1-541174-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
bbc62e8a-a8b8-4c12-819f-2b85bb00758a,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching-Related,Regular,OSEC-DECSB-SP1-540588-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
8c3a59cd-97d6-4771-bf5b-875f062c801f,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching-Related,Regular,OSEC-DECSB-SP1-540589-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
49a380e8-acdc-4453-985b-161a43d62f6c,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching-Related,Regular,OSEC-DECSB-SP1-540590-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
2391c11a-e2a7-4c5c-8c3a-27cb3751be0c,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching-Related,Regular,OSEC-DECSB-SP1-540591-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
292ba877-67b9-4f3c-89f0-84ddfb256152,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching-Related,Regular,OSEC-DECSB-SP1-540592-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
a60790ac-535c-4320-9027-dccf39387080,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching-Related,Regular,OSEC-DECSB-SP1-540593-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
8c586364-4a94-43f4-9eff-9de9effa9173,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching-Related,Regular,OSEC-DECSB-SP1-540594-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
69ea9c3c-57b8-43ad-a79e-0c210d4f43df,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-540550-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
38fdb86a-3411-4083-a4d3-d0da44250684,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-540551-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
71d541ec-94c6-49c8-97f5-39386442a0b1,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-540552-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
2fe150f8-327a-4946-9ea2-cbe440f57f79,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-540553-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
7220c16e-75f5-4222-8dfa-17afbc297fd0,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-540554-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
8980e281-af66-4612-be2a-3cdbb7ba8f5d,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-540555-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
3020397e-0166-4086-ab4d-fc0fa258d631,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-540556-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
6614a7cf-0691-4419-86f9-b4f81668e077,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-540557-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
396b0e1f-efcb-421a-8bc2-a6f4be88dee8,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-540558-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
d7c8fb9b-048f-4d24-89d0-5a105de974d2,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-540559-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
f540058a-e446-4a55-b8f4-941411693354,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-540560-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
74a25ca5-77e1-422b-9a27-8f2b528d4e8f,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-540561-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
579fd0e8-28a9-4ab3-bf07-2245fdc3c080,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-540562-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
3a55bf89-b1bc-49cc-b0b8-92caac2fbba3,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-540563-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
84a2f4dc-2c07-44aa-b308-db63fa68f683,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-540564-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
cc0ad183-507a-48d2-a14c-d1ea3f6f370d,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-540565-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
20f5f587-6800-4520-add2-a1fc23c1c36a,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-540566-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
97ed4cf4-d303-4427-b008-81d17e0f1ee5,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-540567-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
15fe2548-3a38-41cd-8bed-000b30866669,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-540568-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
f8688dcc-8d2f-4f49-8c35-2cc98c8ea3bf,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-PDO1-540264-2026,Project Development Officer I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
551285d7-9171-4c14-bbbf-79b86e508a61,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-PDO1-540265-2026,Project Development Officer I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
aa203525-22cb-47db-a478-09fef646c328,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540267-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
986d0dd5-422f-4e66-98cf-39404e7ae0d8,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540268-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
37149e38-84be-4996-a47d-21666f3d2f96,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540269-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
c8e447ec-3114-4912-8b6c-07e481a3c191,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540270-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
d5b13a41-e62b-4886-8401-e3ad4c608e89,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540271-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
ff713af5-d9d9-4187-8e80-475ec00e680c,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540272-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
e10928de-627a-4015-a9b5-e1a41b018790,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540273-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
d73afc82-6b57-4bac-8c6d-8c49dec56407,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540274-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
8fdc2c07-8560-4e03-b6d5-451f7efaef48,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540275-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
fe42a82f-0efa-4b5d-92e2-8ec791194dbf,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540276-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
7d3fc8e0-30e2-40d2-8079-4c5378b74e7d,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540277-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
47ea56ef-2bff-436c-a060-b63650be3427,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540278-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
efc3f000-d4ed-4c74-8ce1-96eff6ca6bba,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540279-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
1b7f4014-ff9c-4cc2-817f-f82d748ec574,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540280-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
83a12c23-d2ac-44bd-bad9-bc2739abc0ed,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540281-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
cb54abca-70f3-4828-bfc7-1665291436fa,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540282-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
8971c94a-85ce-4d41-8adb-546141dded61,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540283-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
db4baeca-1e5e-409c-a69e-5a5fccfb3b21,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540284-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
6dc31566-570f-4404-8ebc-9411fe78f062,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540285-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
5c076dc7-044b-43e5-ba10-35280358dad5,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540286-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
ced04cd5-2ef8-4c1c-87cd-df328c899b83,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540287-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
d6adf4b4-977d-44d8-a445-4c27ef56fc17,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540288-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
83f2e194-8dc8-4602-b0dc-f6bc647884dd,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540289-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
cc571e79-9e19-4376-a0d9-c980e0529820,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540290-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
13073ab6-cf38-4b6b-8643-80a0e6ed1c73,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540291-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
89c74617-0687-45fe-9863-3a3689bf217b,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540292-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
1f4435fd-a399-417b-afd2-ce571bb53b46,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching-Related,Regular,OSEC-DECSB-GUIDC2-540002-2016,Guidance Counselor II,12,2016,4,Long-Term Unfilled,UNFILLED,,,,,,,,false,,
e576adf8-b2ae-4f28-abc9-c3a04a2e1566,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching-Related,Regular,OSEC-DECSB-GUIDC2-540003-2016,Guidance Counselor II,12,2016,4,Long-Term Unfilled,UNFILLED,,,,,,,,false,,
862cca66-0d76-4966-977e-b260d5fa53c5,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching-Related,Regular,OSEC-DECSB-GUIDC2-540004-2016,Guidance Counselor II,12,2016,4,Long-Term Unfilled,UNFILLED,,,,,,,,false,,
03d513e1-ef06-4a47-ac45-b65bc976eac3,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540293-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
2ec93140-a891-40c1-bed7-9fd2bbabb861,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540294-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
9f55ef44-97ee-4b55-842b-dbccff9551ff,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540295-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
40a50659-cbb5-41ae-8d44-b92d64e6f6d0,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540296-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
c0844b53-93b4-42dd-a30b-75d20ba0ff27,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540297-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
902028f0-7c72-46eb-b0d3-792ab66ad194,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540298-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
6bbe63ec-bde7-43aa-af2b-09235d417412,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540299-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
0024d7f0-b4d8-43a5-8735-06ecf7467204,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540300-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
2a618d2b-90d2-4b5e-8dfe-a3661036ed7b,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540301-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
a82d4163-3377-4fab-a9d2-5b98cc37e7e4,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540302-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
4edb40da-93e9-488c-b41e-657bf5323f71,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540303-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
4290a910-37be-415b-99de-075a57ce8113,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540304-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
6aafa0ef-41ba-4e6b-a3e7-a9ca56179319,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540305-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
4d56b81a-7218-4fc0-93e5-af1ee51be308,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540306-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
e60d341a-1dfb-4ebe-89d4-71ef6a115846,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-ADA1-540310-2004,Administrative Aide I,1,2004,4,Long-Term Unfilled,UNFILLED,,,,,,,,false,,
2524d1be-cff8-447e-893f-b3dceb8fae7f,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Non-Teaching,Regular,OSEC-DECSB-PDO1-540271-2026,Project Development Officer I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
4ddc9191-f89c-4f7b-bf42-65fea288cfe4,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching,Regular,OSEC-DECSB-TCH1-540307-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
8be22b44-6088-46dc-9368-3f46b033597f,8,2026,Region VIII - Eastern Visayas,Division of Baybay City,Teaching-Related,Regular,OSEC-DECSB-SP1-540595-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
89b74f21-f55b-41a5-b444-f0280a6e5a41,8,2026,Region VIII - Eastern Visayas,Division of Calbayog City,Non-Teaching,Regular,OSEC-DECSB-ASDS-540023-1998,Assistant Schools Division Superintendent,25,1998,0,New Vacancy,UNFILLED,,,,,,,,false,,
5adf60fc-8134-4d81-9871-5137273305cd,8,2026,Region VIII - Eastern Visayas,Division of Calbayog City,Teaching-Related,Regular,OSEC-DECSB-SP1-540129-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
38a01ec1-9c01-462b-ad22-c57a8384304d,8,2026,Region VIII - Eastern Visayas,Division of Calbayog City,Teaching-Related,Regular,OSEC-DECSB-SP1-540130-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
078caa7a-dec3-4f1b-9555-2be518d49fec,8,2026,Region VIII - Eastern Visayas,Division of Calbayog City,Teaching-Related,Regular,OSEC-DECSB-SP1-540131-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
a149f15d-8e24-4f86-b760-3752277f2b28,8,2026,Region VIII - Eastern Visayas,Division of Calbayog City,Teaching-Related,Regular,OSEC-DECSB-SP1-540132-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
ac524534-9c6f-448b-a820-ee91c3b243fa,8,2026,Region VIII - Eastern Visayas,Division of Calbayog City,Teaching-Related,Regular,OSEC-DECSB-SP1-540133-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
769a9f5c-6fd9-4217-8e03-db395e6dc313,8,2026,Region VIII - Eastern Visayas,Division of Calbayog City,Teaching-Related,Regular,OSEC-DECSB-SP1-540134-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
c235d7c8-3604-4c4d-a0dd-2db41756c9f8,8,2026,Region VIII - Eastern Visayas,Division of Calbayog City,Teaching-Related,Regular,OSEC-DECSB-SP1-540135-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
ee9fadd9-bf6b-4ff5-9736-85b0f7056f60,8,2026,Region VIII - Eastern Visayas,Division of Calbayog City,Teaching-Related,Regular,OSEC-DECSB-SP1-540136-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
f617b4d6-98e2-4926-a242-a4a061663619,8,2026,Region VIII - Eastern Visayas,Division of Calbayog City,Teaching-Related,Regular,OSEC-DECSB-SP1-540137-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
7b771ae5-3bfe-4a57-b660-14994931a506,8,2026,Region VIII - Eastern Visayas,Division of Calbayog City,Teaching-Related,Regular,OSEC-DECSB-SP1-540138-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
ec083092-ccb7-47e7-81e1-51b8a4763a2b,8,2026,Region VIII - Eastern Visayas,Division of Calbayog City,Teaching-Related,Regular,OSEC-DECSB-SP1-540139-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
ddf70bc4-08d8-4da8-83a4-729732d1677b,8,2026,Region VIII - Eastern Visayas,Division of Calbayog City,Teaching-Related,Regular,OSEC-DECSB-SP1-540140-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
7c71e1e5-3981-41fb-809a-24e5ba4b367f,8,2026,Region VIII - Eastern Visayas,Division of Calbayog City,Teaching-Related,Regular,OSEC-DECSB-SP1-540141-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
2be02fdb-0e9e-4d0f-8ffb-76d905feb27e,8,2026,Region VIII - Eastern Visayas,Division of Calbayog City,Teaching-Related,Regular,OSEC-DECSB-SP1-540142-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
418a1cfb-d7e0-4438-8c4a-d4f3059e55a2,8,2026,Region VIII - Eastern Visayas,Division of Calbayog City,Teaching-Related,Regular,OSEC-DECSB-SP1-540143-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
58d78d96-531b-4f13-8721-673d23576578,8,2026,Region VIII - Eastern Visayas,Division of Calbayog City,Teaching-Related,Regular,OSEC-DECSB-SP1-540144-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
c8fcd798-ce33-494e-9220-702336b9d3dd,8,2026,Region VIII - Eastern Visayas,Division of Calbayog City,Teaching-Related,Regular,OSEC-DECSB-SP1-540145-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
df698bf1-2b92-485f-b880-1e127b83fba5,8,2026,Region VIII - Eastern Visayas,Division of Calbayog City,Teaching-Related,Regular,OSEC-DECSB-SP1-540146-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
